-2.016923968916484178e-01 1.982204068310617018e+00 2.757659236647345580e+00 1.401182730536482346e+00 -1.467072046646598293e+00 2.915815682431260214e+00 2.384839275134596370e+00 1.995705090387460245e+00 2.139968847247103234e+00 -9.435165747723828211e-01
3.083954131633586115e+00 -2.915101744581416021e+00 -1.303980092232042365e+00 -4.792595497400453652e-02 3.112503122652955589e+00 1.631387938223738843e+00 -5.855382787347687135e-01 -1.216149352419821028e+00 -2.557308704847605973e+00 2.068301992425047864e-01
-6.050412357636005822e-01 2.949868279767337675e+00 -2.584042754407249731e-01 7.356618512890782391e-01 -1.425922920201829758e+00 -1.641205779638342799e+00 2.136072051833931340e+00 3.119638215572987150e+00 4.098285935661949431e-01 -7.518672659392477975e-01
3.102452936184607601e-01 9.113751545312043234e-02 -1.145051710588107285e+00 -1.910112022711959678e+00 2.301706932942696682e+00 2.775611557151981046e+00 8.161203461039385765e-01 -2.154940627878979331e+00 2.758761205482618273e+00 2.957076428200582363e-01
4.482875999824691426e-01 1.019839995260968912e+00 -1.810688471710561354e+00 -1.614509464327324562e+00 -4.692107481692984194e-01 5.549490384626758477e-01 -2.691141776988497103e+00 -4.109583441322417485e-01 1.902980791741036626e+00 -1.148366680390107142e+00
1.500662031878512437e+00 2.875696667819843455e+00 1.520803260858050621e+00 -1.996508720699865957e+00 -1.581602812945207326e+00 -2.112869539754118620e+00 1.286707804496401764e+00 -2.999654727587377501e-01 -1.780009013299075571e+00 -8.205945424078220363e-01
-4.338689929195664874e-01 -2.900560053625559576e+00 -4.184106571207037994e-01 2.472036401095381031e-01 -2.487669246132616863e+00 6.033586811255764459e-02 1.141197635847257530e-02 -1.385614201984015192e+00 -3.082953437751720038e+00 6.044292263591901637e-01
-2.745400034062607464e+00 -2.029622572074035958e+00 -2.111728358051493615e+00 -9.667790711732133779e-01 1.059053487076321076e+00 -2.423782015783370269e+00 2.953817311874804119e+00 -1.004449535192410092e+00 9.625911485379887722e-01 2.168306256694442880e+00
-2.305633756301451065e+00 1.205942343406920969e+00 -1.439631172318247110e+00 2.534217712854087701e-01 2.197474461176023297e-01 2.590720946864023766e+00 -6.154447226064396759e-02 2.262146620855128631e+00 2.455885926716292467e+00 -5.810622735320833954e-01
1.819990250801436282e+00 2.626146514568877599e+00 -9.416665821177319096e-01 2.989498474230051883e+00 -1.935037779530832003e+00 1.042616399019298257e+00 -2.266696805582491425e+00 2.368153521652791582e-01 4.530041989550603887e-01 3.041256002608699660e+00
1.956904158291617790e+00 2.242354797514020781e+00 8.911218146404289442e-01 2.146001466452311490e+00 9.142799905742320377e-01 -2.261800616035908984e+00 1.974874558718981099e+00 6.301524890546641444e-01 2.887355861577844962e-01 -6.368770149945590653e-01
